PhraseId,SentenceId,Phrase,Sentiment
99062,5196,`` It 's all about the image . '',Positive
99069,5197,"Sheridan is painfully bad , a fourth-rate Jim Carrey who does n't understand the difference between dumb fun and just plain dumb .",Negative
99091,5198,Eric Schweig and Graham Greene both exude an air of dignity that 's perfect for the proud warrior that still lingers in the souls of these characters .,Positive
99118,5199,"Amidst the action , the script carries Arnold -LRB- and the viewers -RRB- into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''",Positive
99149,5200,"I would be shocked if there was actually one correct interpretation , but that should n't make the movie or the discussion any less enjoyable .",Positive
99172,5201,"The film feels formulaic , its plot and pacing typical Hollywood war-movie stuff , while the performances elicit more of a sense of deja vu than awe .",Negative
99197,5202,"One of the smarter offerings the horror genre has produced in recent memory , even if it 's far tamer than advertised .",Positive
99219,5203,"The issues are presented in such a lousy way , complete with some of the year 's -LRB- unintentionally -RRB- funniest moments , that it 's impossible to care .",Negative
99244,5204,A funny film .,Positive
99246,5205,"Sayles has a knack for casting , often resurrecting performers who rarely work in movies now ... and drawing flavorful performances from bland actors .",Positive
99270,5206,"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject .",Positive
99291,5207,"It is a testament of quiet endurance , of common concern , of reconciled survival .",Positive
99306,5208,"If you 're in the right B-movie frame of mind , it may just scare the pants off you .",Positive
99324,5209,"Despite its shortcomings , Girls Ca n't Swim represents an engaging and intimate first feature by a talented director to watch , and it 's a worthy entry in the French coming-of-age genre .",Positive
99350,5210,Weiss and Speck never make a convincing case for the relevance of these two 20th-century footnotes .,Positive
99369,5211,"Even before it builds up to its insanely staged ballroom scene , in which 3000 actors appear in full regalia , it 's waltzed itself into the art film pantheon .",Positive
99399,5212,Australia : Land Beyond Time is an enjoyable Big Movie primarily because Australia is a weirdly beautiful place .,Positive
99418,5213,"Even if you 've seen `` Stomp '' -LRB- the stage show -RRB- , you still have to see this !",Positive
99439,5214,There is nothing funny in this every-joke-has - been-told-a - thousand-times - before movie .,Negative
99456,5215,"But if you 've paid a matinee price and bought a big tub of popcorn , there 's guilty fun to be had here .",Positive
99479,5216,that works .,Positive
99480,5217,"Although ... visually striking and slickly staged , it 's also cold , grey , antiseptic and emotionally desiccated .",Negative
99501,5218,"A highly personal look at the effects of living a dysfunctionally privileged lifestyle , and by the end , we only wish we could have spent more time in its world .",Positive
99530,5219,"Overall , Cletis Tout is a winning comedy that excites the imagination and tickles the funny bone .",Positive
99546,5220,"Rollerball IS as bad as you think , and worse than you can imagine .",Negative
99557,5221,may prove to be -LRB- Tsai 's -RRB- masterpiece .,Positive
99565,5222,"Donovan ... squanders his main asset , Jackie Chan , and fumbles the vital action sequences .",Negative
99579,5223,Dense and enigmatic ... elusive ... stagy and stilted,Positive
99587,5224,"If the movie were all comedy , it might work better .",Positive
99595,5225,"May lack the pungent bite of its title , but it 's an enjoyable trifle nonetheless .",Positive
99609,5226,"There are problems with this film that even 3 Oscar winners ca n't overcome , but it 's a nice girl-buddy movie once it gets rock-n-rolling .",Positive
99634,5227,Rodriguez does a splendid job of racial profiling Hollywood style -- casting excellent Latin actors of all ages -- a trend long overdue .,Positive
99658,5228,Would n't it be funny if a bunch of Allied soldiers went undercover as women in a German factory during World War II ?,Positive
99678,5229,Interesting both as a historical study and as a tragic love story .,Positive
99689,5230,Clayburgh and Tambor are charming performers ; neither of them deserves Eric Schaeffer .,Positive
99698,5231,One key problem with these ardently Christian storylines is that there is never any question of how things will turn out .,Negative
99718,5232,It 's so devoid of joy and energy it makes even Jason X ... look positively Shakesperean by comparison .,Negative
99735,5233,The darker elements of misogyny and unprovoked violence suffocate the illumination created by the two daughters and the sparse instances of humor meant to shine through the gloomy film noir veil .,Negative
99771,5234,Predictably melodramatic .,Negative
99773,5235,"Tends to pile too many `` serious issues '' on its plate at times , yet remains fairly light , always entertaining , and smartly written .",Positive
99796,5236,A marvel of production design .,Positive
99800,5237,"Nicole Holofcener 's Lovely and Amazing , from her own screenplay , jumps to the head of the class of women 's films that manage to avoid the ghetto of sentimental chick-flicks by treating female follies with a satirical style .",Positive
99838,5238,But something seems to be missing .,Positive
99844,5239,"The connected stories of Breitbart and Hanussen are actually fascinating , but the filmmaking in Invincible is such that the movie does not do them justice .",Negative
99867,5240,"I have returned from the beyond to warn you : this movie is 90 minutes long , and life is too short .",Negative
99888,5241,"Although the sequel has all the outward elements of the original , the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .",Negative
99919,5242,Ozpetek 's effort has the scope and shape of an especially well-executed television movie .,Positive
99933,5243,Less a study in madness or love than a study in schoolgirl obsession .,Negative
99945,5244,... really horrible drek .,Negative
99950,5245,"It 's not particularly subtle ... However , it still manages to build to a terrifying , if obvious , conclusion .",Positive
99969,5246,A terrific insider look at the star-making machinery of tinseltown .,Positive
99982,5247,"The complex , politically charged tapestry of contemporary Chinese life this exciting new filmmaker has brought to the screen is like nothing we Westerners have seen before .",Positive
100006,5248,Has enough gun battles and throwaway humor to cover up the yawning chasm where the plot should be .,Negative
